URL,club,First Name,Last Name,Position,Age,Height,Weight,Unnamed: 7,points_scored,tries_scored,offloads,meters_gained,defenders_beaten,clean_breaks,tackles_made,tackle_success_percentage,total_tackles_missed,turnovers_lost,turnovers_won,penalties_scored,penalties_missed,conversions_scored,conversions_missed,drop_goals_scored,drop_goals_missed,kicks_from_hand,kicks_retained,tries_from_kicks,kick_meters,yellow_cards,red_cards,penalties_conceded,scrum_offences,lineout_offences,lineouts_won,lineouts_lost,lineout_success_percentage,lineout_steals,scrums_won,scrums_lost,scrums_won_percentage,scrum_penalties_won
https://www.unitedrugby.com/clubs/cardiff-rugby/rory-jennings,cardiff-rugby,RORY,JENNINGS,CENTRE,29,5'11'',91KG,,61,5,4,392,0,9,19,75.9,9,4,4,7,1,0,9,1,0,30,28,3,32,2,1,17,2,5,8,3,98.9,4,0,0,78.6,2
https://www.unitedrugby.com/clubs/cardiff-rugby/rey-lee-lo,cardiff-rugby,REY,LEE-LO,CENTRE,38,5'11'',98KG,,39,13,14,424,3,8,37,99.0,0,7,4,9,10,3,10,0,0,0,2,3,83,1,0,12,0,2,0,9,63.2,4,0,1,57.8,4
https://www.unitedrugby.com/clubs/cardiff-rugby/ethan-lloyd,cardiff-rugby,ETHAN,LLOYD,SCRUM-HALF,23,5'10'',82KG,,84,9,16,128,24,3,24,81.8,3,9,1,3,0,10,5,2,3,22,8,2,131,2,0,4,2,3,1,4,73.5,0,4,1,60.3,0
https://www.unitedrugby.com/clubs/cardiff-rugby/harri-millard,cardiff-rugby,HARRI,MILLARD,CENTRE,28,5'11'',93KG,,79,11,8,129,4,14,13,71.0,6,0,10,4,5,9,4,0,2,12,10,4,64,0,0,17,0,0,10,2,93.9,4,0,1,73.4,1
https://www.unitedrugby.com/clubs/cardiff-rugby/johan-mulder,cardiff-rugby,JOHAN,MULDER,SCRUM-HALF,25,5'10'',83KG,,81,6,2,571,0,3,10,88.4,10,8,9,3,2,9,0,3,3,21,10,5,105,2,0,15,3,3,1,9,54.0,2,4,4,89.0,5
https://www.unitedrugby.com/clubs/cardiff-rugby/luke-pollock,cardiff-rugby,LUKE,POLLOCK,WING,24,,,,52,13,19,559,14,11,31,70.9,8,7,1,5,6,8,4,2,1,20,24,4,33,0,1,14,1,0,9,1,91.0,1,4,2,97.0,4
https://www.unitedrugby.com/clubs/cardiff-rugby/callum-sheedy,cardiff-rugby,CALLUM,SHEEDY,FLY-HALF,29,5'9'',85KG,,23,7,16,28,4,6,10,96.2,4,5,3,2,4,7,4,1,1,16,21,5,84,1,1,7,5,2,2,8,78.6,3,5,2,83.2,0
https://www.unitedrugby.com/clubs/cardiff-rugby/iwan-stephens,cardiff-rugby,IWAN,STEPHENS,WING,22,5'9'',83KG,,25,1,9,96,12,1,60,75.0,1,2,3,7,8,10,8,2,0,13,9,5,87,1,1,14,0,4,9,0,51.6,4,2,4,75.3,3
https://www.unitedrugby.com/clubs/cardiff-rugby/josh-thomas,cardiff-rugby,JOSH,THOMAS,FLY-HALF,24,5'11'',83KG,,88,12,2,9,7,7,17,82.0,6,2,3,5,6,3,0,3,2,13,25,4,54,2,1,0,2,0,2,4,95.1,0,0,5,62.5,0
https://www.unitedrugby.com/clubs/cardiff-rugby/ben-thomas,cardiff-rugby,BEN,THOMAS,CENTRE,26,6'0'',91KG,,59,9,17,241,7,5,26,62.0,9,7,5,9,3,6,4,0,1,15,13,1,136,0,1,16,2,0,9,4,52.0,5,1,5,83.6,5
https://www.unitedrugby.com/clubs/cardiff-rugby/harri-wilde,cardiff-rugby,HARRI,WILDE,FLY-HALF,19,5'11'',87KG,,40,13,17,231,4,2,54,77.0,0,4,1,4,4,9,6,0,3,16,8,3,16,0,1,14,3,0,1,7,75.8,0,5,4,99.1,5
https://www.unitedrugby.com/clubs/cardiff-rugby/cam-winnett,cardiff-rugby,CAM,WINNETT,FULLBACK,22,5'11'',85KG,,28,10,16,283,27,8,53,93.3,6,9,5,1,4,2,10,1,1,5,19,2,148,2,0,13,4,2,7,5,52.5,2,0,4,73.8,0
https://www.unitedrugby.com/clubs/cardiff-rugby/matty-young,cardiff-rugby,MATTY,YOUNG,FULLBACK,20,6'0'',85KG,,14,7,2,199,8,4,17,92.2,5,10,6,9,10,8,5,0,1,25,26,4,140,0,1,13,5,3,7,5,53.6,1,0,5,58.1,3
https://www.unitedrugby.com/clubs/cardiff-rugby/tinus-de-beer,cardiff-rugby,TINUS,DE BEER,FLY-HALF,29,5'10'',90KG,,44,2,2,78,30,7,55,69.0,6,6,10,9,4,9,5,0,3,27,20,4,130,0,0,9,4,2,7,5,94.4,4,3,2,55.2,5
https://www.unitedrugby.com/clubs/connacht/jack-aungier,connacht,JACK,AUNGIER,PROP,26,6'2'',121KG,,64,6,5,172,0,6,22,69.0,9,4,9,6,9,3,6,3,0,6,9,2,3,0,0,1,2,0,1,3,88.3,4,1,3,63.5,3
https://www.unitedrugby.com/clubs/connacht/fiachna-barrett,connacht,FIACHNA,BARRETT,PROP,21,6'4'',123KG,,88,2,12,466,3,13,10,92.7,2,7,2,1,8,1,5,2,2,25,21,3,6,1,1,5,4,5,8,0,59.8,0,1,4,78.5,1
https://www.unitedrugby.com/clubs/connacht/finlay-bealham,connacht,FINLAY,BEALHAM,PROP,33,6'2'',118KG,,70,14,14,580,2,7,20,97.2,2,9,10,0,9,9,4,0,0,25,28,2,25,1,1,16,5,0,10,2,81.0,2,3,3,97.3,4
https://www.unitedrugby.com/clubs/connacht/paul-boyle,connacht,PAUL,BOYLE,FLANKER,28,6'3'',112KG,,8,6,8,415,1,6,43,63.8,6,9,7,6,2,4,9,3,3,0,30,5,23,1,0,4,5,5,6,9,89.7,0,3,3,65.0,5
https://www.unitedrugby.com/clubs/connacht/denis-buckley,connacht,DENIS,BUCKLEY,PROP,34,5'9'',108KG,,87,13,3,448,30,2,4,78.0,1,3,1,4,5,1,4,3,1,24,8,1,9,0,0,4,1,4,4,10,94.5,0,0,0,65.3,0
https://www.unitedrugby.com/clubs/connacht/peter-dooley,connacht,PETER,DOOLEY,PROP,30,6'1'',118KG,,0,10,13,86,7,1,22,73.5,0,1,10,0,7,9,8,1,2,14,28,5,12,1,1,14,4,2,6,5,73.4,1,2,2,74.1,2
https://www.unitedrugby.com/clubs/connacht/oisin-dowling,connacht,OISIN,DOWLING,LOCK,27,6'6'',112KG,,7,14,4,100,22,15,40,94.8,8,2,7,3,10,5,7,3,0,19,4,1,124,0,1,14,1,5,7,4,94.9,2,3,3,95.9,2
https://www.unitedrugby.com/clubs/connacht/jordan-duggan,connacht,JORDAN,DUGGAN,PROP,27,6'2'',115KG,,87,11,1,7,8,6,58,63.3,8,7,10,3,8,10,9,1,3,20,7,2,38,0,0,19,2,2,8,9,75.4,1,1,2,71.0,1
https://www.unitedrugby.com/clubs/connacht/dave-heffernan,connacht,DAVE,HEFFERNAN,HOOKER,34,6'2'',110KG,,62,12,10,199,1,2,24,68.4,6,10,4,9,6,9,3,0,1,17,10,5,146,2,1,10,2,1,1,0,84.4,2,1,2,61.2,2
https://www.unitedrugby.com/clubs/connacht/shamus-hurley-langton,connacht,SHAMUS,HURLEY-LANGTON,FLANKER,24,6'1'',109KG,,10,1,8,504,13,2,40,90.1,6,6,1,6,2,0,3,1,1,29,0,3,18,0,1,4,2,3,5,4,99.0,4,0,0,58.2,1
https://www.unitedrugby.com/clubs/connacht/sam-illo,connacht,SAM,ILLO,PROP,23,6'1'',121KG,,80,9,2,86,13,1,53,62.1,2,1,6,8,0,5,9,3,0,27,20,5,75,1,1,0,3,1,8,1,61.8,3,2,5,72.9,4
https://www.unitedrugby.com/clubs/connacht/sean-jansen,connacht,SEAN,JANSEN,FLANKER,25,6'3'',119KG,,7,5,8,42,3,3,9,79.7,9,5,1,1,3,3,4,2,3,25,9,4,51,1,1,10,4,5,5,0,58.4,5,4,2,90.0,1
https://www.unitedrugby.com/clubs/connacht/joe-joyce,connacht,JOE,JOYCE,LOCK,31,6'5'',118KG,,34,2,2,384,29,15,21,77.7,1,8,5,0,5,2,2,2,1,12,0,1,119,0,1,10,0,1,1,3,67.1,3,3,3,64.6,3
https://www.unitedrugby.com/clubs/connacht/charlie-keane,connacht,CHARLIE,KEANE,FLANKER,18,6'2'',98KG,,34,2,1,434,30,7,18,73.4,10,3,9,1,2,1,7,0,1,23,25,1,45,1,0,5,5,3,0,5,58.2,2,3,5,75.6,3
https://www.unitedrugby.com/clubs/connacht/temi-lasisi,connacht,TEMI,LASISI,PROP,23,6'0'',125KG,,32,14,11,407,5,11,0,75.8,6,8,2,6,0,6,6,0,2,29,29,3,148,0,1,7,0,5,2,6,64.2,3,0,5,80.2,3
https://www.unitedrugby.com/clubs/connacht/adam-mc-burney,connacht,ADAM,MCBURNEY,HOOKER,28,6'0'',103KG,,4,15,9,482,10,0,6,81.2,8,1,8,9,5,8,4,2,1,1,21,1,74,2,1,1,2,4,10,8,87.1,0,5,1,72.5,5
https://www.unitedrugby.com/clubs/connacht/oisin-mc-cormack,connacht,OISIN,MCCORMACK,FLANKER,23,6'1'',102KG,,40,8,8,16,2,0,3,66.5,0,1,2,5,0,2,9,1,0,18,6,1,123,0,0,14,4,4,4,4,73.9,4,5,3,59.6,3
https://www.unitedrugby.com/clubs/connacht/josh-murphy,connacht,JOSH,MURPHY,LOCK,29,6'6'',108KG,,27,6,14,147,7,11,0,82.9,3,8,10,3,8,5,2,0,3,14,27,3,47,0,0,8,1,3,6,7,68.8,5,2,3,96.1,3
https://www.unitedrugby.com/clubs/connacht/darragh-murray,connacht,DARRAGH,MURRAY,LOCK,23,6'8'',120KG,,6,4,7,276,2,13,14,92.2,5,6,2,0,10,8,4,3,3,11,13,5,61,2,1,14,0,3,9,7,68.4,5,1,2,78.3,3
https://www.unitedrugby.com/clubs/connacht/niall-murray,connacht,NIALL,MURRAY,LOCK,25,6'6'',114KG,,72,11,4,231,13,4,39,90.4,6,6,4,0,0,1,2,0,2,14,4,2,57,1,1,7,2,5,9,10,59.7,5,1,3,86.5,3
https://www.unitedrugby.com/clubs/connacht/sean-o-brien,connacht,SEAN,O'BRIEN,FLANKER,24,6'3'',106KG,,71,9,10,365,27,10,11,66.2,9,0,6,4,5,6,9,1,3,24,16,5,17,2,0,15,0,2,2,8,72.4,4,4,1,81.8,5
https://www.unitedrugby.com/clubs/connacht/david-o-connor,connacht,DAVID,O'CONNOR,LOCK,29,6'4'',110KG,,11,6,1,227,12,4,21,66.0,6,10,7,0,0,4,4,0,0,17,21,4,107,2,1,13,0,5,8,2,81.2,3,1,2,99.9,3
https://www.unitedrugby.com/clubs/connacht/conor-oliver,connacht,CONOR,OLIVER,FLANKER,29,6'0'',102KG,,33,8,14,435,12,10,21,70.7,9,5,10,6,6,4,0,3,1,13,25,4,47,0,1,14,5,2,9,2,57.0,5,5,4,72.8,3
https://www.unitedrugby.com/clubs/connacht/jack-pollard,connacht,JACK,POLLARD,HOOKER,18,5'10'',92KG,,32,0,5,398,1,11,49,74.4,1,6,6,10,2,10,5,3,2,5,20,1,62,0,1,19,0,2,3,8,98.6,5,5,3,71.2,4
https://www.unitedrugby.com/clubs/connacht/cian-prendergast,connacht,CIAN,PRENDERGAST,FLANKER,24,6'4'',115KG,,47,6,7,210,12,0,46,76.3,3,10,8,0,5,6,9,3,3,11,5,4,11,2,0,12,2,2,9,6,72.2,2,3,3,68.0,5
https://www.unitedrugby.com/clubs/connacht/dylan-tierney-martin,connacht,DYLAN,TIERNEY-MARTIN,HOOKER,25,6'0'',102KG,,22,5,4,390,28,5,16,87.2,4,5,4,0,6,8,3,1,2,19,15,2,33,1,1,8,5,5,1,3,97.4,0,4,0,68.1,3
https://www.unitedrugby.com/clubs/connacht/matthew-victory,connacht,MATTHEW,VICTORY,HOOKER,21,,,,61,9,15,498,18,0,28,62.3,0,5,9,1,0,3,3,1,2,22,10,1,101,2,1,0,2,0,2,0,56.7,2,2,4,63.8,1
https://www.unitedrugby.com/clubs/connacht/eoin-de-buitlear,connacht,EOIN,DE BUITLEAR,HOOKER,23,5'9'',100KG,,87,13,17,539,26,4,45,61.4,0,1,10,10,0,8,7,3,3,29,9,4,86,1,0,5,3,0,4,6,88.4,3,4,4,99.0,4
https://www.unitedrugby.com/clubs/connacht/bundee-aki,connacht,BUNDEE,AKI,CENTRE,34,5'10'',105KG,,36,11,5,562,5,8,13,75.7,9,5,2,9,4,10,1,3,2,29,14,0,24,2,1,7,3,4,2,9,80.9,4,2,1,93.5,5
https://www.unitedrugby.com/clubs/connacht/caolin-blade,connacht,CAOLIN,BLADE,SCRUM-HALF,30,5'7'',80KG,,98,8,4,490,15,11,49,87.9,2,3,5,2,5,9,3,1,3,5,6,0,131,2,1,19,3,0,4,5,91.0,4,5,4,65.8,2
https://www.unitedrugby.com/clubs/connacht/shayne-bolton,connacht,SHAYNE,BOLTON,FULLBACK,24,6'2'',104KG,,43,0,15,441,1,13,19,67.7,9,8,4,10,8,8,1,1,0,25,22,0,140,1,1,17,0,0,3,2,80.0,2,1,0,65.3,0
https://www.unitedrugby.com/clubs/connacht/cian-brady,connacht,CIAN,BRADY,FULLBACK,19,,,,85,12,12,260,7,4,49,85.7,2,0,3,0,0,3,0,1,3,29,1,0,48,2,1,17,4,2,10,4,98.1,1,0,1,55.2,5
https://www.unitedrugby.com/clubs/connacht/orin-burke,connacht,ORIN,BURKE,FULLBACK,19,5'9'',85KG,,90,3,4,349,16,5,47,70.4,7,7,1,8,3,2,9,2,1,8,30,5,77,0,0,16,2,2,9,2,81.3,2,4,4,93.9,4
https://www.unitedrugby.com/clubs/connacht/jack-carty,connacht,JACK,CARTY,FLY-HALF,32,6'0'',88KG,,34,8,12,351,22,7,32,95.4,8,4,6,9,9,1,2,1,3,29,11,0,135,2,0,20,3,3,2,7,89.2,1,4,1,68.6,3
https://www.unitedrugby.com/clubs/connacht/santiago-cordero,connacht,SANTIAGO,CORDERO,FULLBACK,31,5'9'',83KG,,64,3,16,519,1,10,54,95.8,10,0,4,7,7,8,7,3,1,24,18,1,54,0,1,15,4,2,5,4,93.9,2,3,4,78.6,4
https://www.unitedrugby.com/clubs/connacht/matthew-devine,connacht,MATTHEW,DEVINE,SCRUM-HALF,22,5'11'',83KG,,98,9,17,319,9,0,58,71.9,0,3,3,4,9,1,5,2,2,25,11,3,17,1,1,12,3,5,7,9,85.7,1,3,4,95.0,0
https://www.unitedrugby.com/clubs/connacht/tomas-farthing,connacht,TOMÁS,FARTHING,SCRUM-HALF,19,5'6'',75KG,,100,2,7,137,27,13,42,69.2,10,0,7,10,8,5,6,1,3,3,15,5,34,1,1,3,3,3,3,9,76.2,1,5,5,70.4,0
https://www.unitedrugby.com/clubs/connacht/cathal-forde,connacht,CATHAL,FORDE,CENTRE,23,6'2'',100KG,,46,8,12,549,15,1,14,76.5,1,5,8,1,2,4,1,3,1,16,5,3,6,0,1,3,4,3,8,5,63.6,5,2,4,90.3,5
https://www.unitedrugby.com/clubs/connacht/hugh-gavin,connacht,HUGH,GAVIN,CENTRE,21,6'3'',104KG,,77,12,18,367,5,15,11,69.6,9,1,8,4,10,4,5,0,3,1,2,1,12,2,0,20,3,0,5,1,92.7,5,0,3,71.5,3
https://www.unitedrugby.com/clubs/connacht/jj-hanrahan,connacht,JJ,HANRAHAN,FLY-HALF,32,5'11'',93KG,,2,1,2,219,27,8,39,86.9,1,4,2,5,1,3,7,2,3,15,1,1,125,0,0,13,0,2,4,7,74.0,1,3,4,85.0,3
https://www.unitedrugby.com/clubs/connacht/mack-hansen,connacht,MACK,HANSEN,WING,26,6'2'',92KG,,0,14,7,336,1,2,53,93.0,3,6,2,0,3,5,7,3,3,23,19,2,111,0,0,4,0,0,2,8,81.0,1,3,3,71.6,1
https://www.unitedrugby.com/clubs/connacht/david-hawkshaw,connacht,DAVID,HAWKSHAW,CENTRE,25,5'10'',89KG,,4,3,1,222,1,5,19,86.9,1,1,4,10,1,4,3,0,0,13,4,5,68,1,1,15,5,2,4,2,54.0,0,1,2,69.6,0
https://www.unitedrugby.com/clubs/connacht/josh-ioane,connacht,JOSH,IOANE,FLY-HALF,29,5'9'',85KG,,89,14,7,359,25,4,29,93.0,6,5,4,3,0,10,5,3,1,25,10,3,99,0,1,13,0,0,4,5,74.9,1,1,5,99.5,3
https://www.unitedrugby.com/clubs/connacht/shane-jennings,connacht,SHANE,JENNINGS,FULLBACK,24,6'4'',97KG,,13,5,12,328,12,10,37,75.9,8,5,9,8,2,3,4,1,0,7,25,0,89,2,1,13,1,0,3,5,84.9,5,5,0,80.6,0
https://www.unitedrugby.com/clubs/connacht/chay-mullins,connacht,CHAY,MULLINS,WING,23,6'3'',95KG,,26,1,12,462,23,1,2,66.3,6,4,1,1,6,8,8,1,0,13,24,1,41,0,0,13,5,0,5,1,79.2,1,5,1,68.4,1
https://www.unitedrugby.com/clubs/connacht/ben-murphy,connacht,BEN,MURPHY,SCRUM-HALF,23,5'8'',80KG,,8,14,0,560,14,13,27,89.5,5,4,0,4,0,5,7,0,1,30,2,0,108,1,0,13,3,5,2,9,72.4,4,3,1,62.9,2
https://www.unitedrugby.com/clubs/connacht/sean-naughton,connacht,SEAN,NAUGHTON,FLY-HALF,20,,,,78,7,5,381,30,14,55,74.4,9,2,7,0,1,10,1,1,3,1,2,3,109,2,0,18,1,4,9,7,61.2,0,2,2,52.0,0
https://www.unitedrugby.com/clubs/connacht/piers-o-conor,connacht,PIERS,O'CONOR,CENTRE,29,6'1'',102KG,,14,7,18,589,27,6,25,86.9,0,9,2,3,0,9,6,3,0,15,21,5,25,1,0,2,2,0,0,4,65.5,1,0,4,85.3,1
https://www.unitedrugby.com/clubs/connacht/john-porch,connacht,JOHN,PORCH,FULLBACK,30,6'1'',85KG,,89,0,15,168,1,3,29,70.8,10,9,0,3,7,9,6,0,0,3,4,4,75,0,0,16,4,1,6,10,85.0,5,3,0,68.6,1
https://www.unitedrugby.com/clubs/connacht/byron-ralston,connacht,BYRON,RALSTON,CENTRE,24,6'0'',94KG,,41,11,7,216,6,0,12,63.2,9,10,0,5,4,9,10,3,0,0,21,4,31,0,1,13,2,1,6,10,61.2,5,2,2,91.1,1
https://www.unitedrugby.com/clubs/connacht/colm-reilly,connacht,COLM,REILLY,SCRUM-HALF,25,5'9'',78KG,,76,2,0,377,2,12,12,99.7,8,1,10,9,7,2,0,3,3,22,22,1,90,1,1,9,1,1,3,7,81.1,3,2,2,68.2,4
https://www.unitedrugby.com/clubs/connacht/andrew-smith,connacht,ANDREW,SMITH,WING,24,6'0'',91KG,,50,9,15,118,7,3,1,66.2,4,6,1,8,2,9,0,3,0,19,10,2,124,1,1,12,0,5,8,7,79.5,5,3,1,68.7,5
https://www.unitedrugby.com/clubs/connacht/finn-treacy,connacht,FINN,TREACY,CENTRE,20,,,,62,8,8,189,22,5,36,99.5,10,0,5,2,6,5,3,1,2,26,2,0,125,2,0,3,3,3,1,2,98.5,0,2,3,89.0,3
https://www.unitedrugby.com/clubs/dhl-stormers/ben-jason-dixon,dhl-stormers,BEN-JASON,DIXON,LOCK,26,6'6'',109KG,,95,4,12,369,13,6,48,99.1,4,5,5,8,7,0,4,1,1,13,30,1,51,1,1,10,5,0,0,4,53.0,5,4,3,74.5,0
https://www.unitedrugby.com/clubs/dhl-stormers/joseph-dweba,dhl-stormers,JOSEPH,DWEBA,HOOKER,29,5'9'',111KG,,51,5,10,148,23,14,37,91.8,5,5,2,5,5,4,3,3,2,7,12,2,147,1,1,14,3,1,2,6,55.4,4,2,4,94.2,5
https://www.unitedrugby.com/clubs/dhl-stormers/willie-engelbrecht,dhl-stormers,WILLIE,ENGELBRECHT,FLANKER,32,6'3'',109KG,,95,3,12,487,29,6,1,86.4,8,2,3,6,6,9,6,2,3,24,20,0,102,0,0,14,0,5,6,4,75.3,2,3,4,79.5,4
https://www.unitedrugby.com/clubs/dhl-stormers/connor-evans,dhl-stormers,CONNOR,EVANS,LOCK,23,6'6'',113KG,,3,9,20,373,22,13,35,83.1,7,1,1,9,1,5,2,3,0,27,7,3,104,0,0,1,3,3,8,5,76.4,4,2,2,62.0,0
https://www.unitedrugby.com/clubs/dhl-stormers/dave-ewers,dhl-stormers,DAVE,EWERS,FLANKER,34,6'4'',126KG,,93,15,9,159,26,6,53,94.6,7,1,1,1,7,10,6,3,1,24,19,4,13,1,0,10,4,1,1,1,52.0,4,3,4,78.4,5
https://www.unitedrugby.com/clubs/dhl-stormers/neethling-fouche,dhl-stormers,NEETHLING,FOUCHE,PROP,32,6'2'',120KG,,100,1,3,350,21,2,25,71.6,7,8,6,10,4,7,7,0,0,2,9,2,103,1,1,1,4,2,5,7,91.3,0,1,3,50.2,4
https://www.unitedrugby.com/clubs/dhl-stormers/deon-fourie,dhl-stormers,DEON,FOURIE,FLANKER,38,5'10'',98KG,,22,10,5,287,28,15,10,78.7,0,10,0,9,6,10,5,3,3,4,1,0,116,0,0,4,4,4,2,4,74.7,0,3,0,65.6,3
https://www.unitedrugby.com/clubs/dhl-stormers/divan-fuller,dhl-stormers,DIVAN,FULLER,FLANKER,19,6'2'',100KG,,14,7,6,287,6,5,7,84.8,0,4,6,5,0,8,5,1,1,5,3,1,47,2,1,12,2,0,4,5,67.3,3,2,1,60.4,1
https://www.unitedrugby.com/clubs/dhl-stormers/brok-harris,dhl-stormers,BROK,HARRIS,PROP,39,6'0'',120KG,,42,10,4,225,20,12,43,76.4,7,6,0,5,4,10,7,0,2,21,17,0,92,2,1,0,0,4,8,0,65.9,5,3,3,82.7,5
https://www.unitedrugby.com/clubs/dhl-stormers/jj-kotze,dhl-stormers,JJ,KOTZE,HOOKER,24,6'2'',109KG,,28,12,10,522,6,7,39,77.1,4,4,5,1,0,2,7,2,1,25,18,1,143,2,0,6,4,4,2,9,93.1,3,0,5,56.8,5
https://www.unitedrugby.com/clubs/dhl-stormers/leon-lyons,dhl-stormers,LEON,LYONS,PROP,26,6'2'',117KG,,35,5,12,521,0,3,42,73.2,8,6,2,1,7,1,6,0,0,7,3,4,109,2,1,6,1,2,0,1,59.8,0,3,4,64.5,0
https://www.unitedrugby.com/clubs/dhl-stormers/frans-malherbe,dhl-stormers,FRANS,MALHERBE,PROP,33,6'3'',138KG,,12,4,18,272,16,12,21,82.6,1,3,7,1,3,3,5,2,1,5,19,4,52,0,0,9,4,2,4,10,58.0,5,3,1,66.6,1
https://www.unitedrugby.com/clubs/dhl-stormers/vernon-matongo,dhl-stormers,VERNON,MATONGO,PROP,22,5'11'',116KG,,31,8,9,401,8,7,19,94.0,8,7,5,9,3,7,5,0,3,5,25,0,2,1,0,5,5,2,0,3,60.7,0,0,5,50.2,3
https://www.unitedrugby.com/clubs/dhl-stormers/salmaan-moerat,dhl-stormers,SALMAAN,MOERAT,LOCK,26,6'7'',116KG,,70,0,9,182,29,1,7,68.1,7,10,10,0,1,10,9,0,3,3,8,0,67,2,1,19,2,3,7,10,81.3,0,0,1,52.3,0
https://www.unitedrugby.com/clubs/dhl-stormers/keke-morabe,dhl-stormers,KEKE,MORABE,NO. 8,23,6'1'',115KG,,58,4,10,487,20,14,28,97.4,8,9,1,4,4,7,10,2,1,6,15,1,132,0,1,11,1,1,6,8,90.5,2,0,2,65.6,2
https://www.unitedrugby.com/clubs/dhl-stormers/louw-nel,dhl-stormers,LOUW,NEL,FLANKER,22,6'3'',107KG,,85,5,20,123,12,9,39,87.6,3,10,7,7,0,2,5,1,3,29,25,1,137,1,1,12,0,0,10,5,66.5,4,5,4,61.1,2
https://www.unitedrugby.com/clubs/dhl-stormers/scarra-ntubeni,dhl-stormers,SCARRA,NTUBENI,HOOKER,33,5'9'',109KG,,27,4,6,413,20,8,25,92.9,0,9,4,1,8,3,7,1,3,29,5,2,51,2,0,10,0,2,1,7,58.7,3,4,2,55.8,2
https://www.unitedrugby.com/clubs/dhl-stormers/gary-porter,dhl-stormers,GARY,PORTER,LOCK,28,6'6'',114KG,,65,5,17,171,18,8,29,82.2,0,6,7,4,4,2,0,1,3,23,24,2,95,1,1,17,5,5,10,1,60.5,3,5,1,57.7,3
https://www.unitedrugby.com/clubs/dhl-stormers/evan-roos,dhl-stormers,EVAN,ROOS,NO. 8,25,6'3'',108KG,,41,5,3,287,20,7,16,91.2,4,9,7,7,5,9,4,0,2,18,3,2,30,2,0,1,4,0,8,9,81.0,1,3,2,91.8,2
https://www.unitedrugby.com/clubs/dhl-stormers/sazi-sandi,dhl-stormers,SAZI,SANDI,PROP,26,5'11'',124KG,,44,6,1,434,18,9,19,60.6,1,4,5,9,1,1,2,3,0,6,8,0,65,1,0,15,1,0,4,4,62.3,2,5,4,84.2,5
https://www.unitedrugby.com/clubs/dhl-stormers/jd-schickerling,dhl-stormers,JD,SCHICKERLING,LOCK,29,6'8'',121KG,,61,15,13,112,24,13,51,92.7,7,10,1,4,9,3,7,0,3,2,26,5,90,2,1,1,5,0,6,0,93.9,0,5,3,74.2,0
https://www.unitedrugby.com/clubs/dhl-stormers/sti-sithole,dhl-stormers,STI,SITHOLE,PROP,31,5'11'',115KG,,56,3,12,121,24,12,54,61.6,9,5,7,1,9,5,10,3,1,7,12,5,68,2,1,18,1,2,3,3,55.2,0,0,0,95.4,5
https://www.unitedrugby.com/clubs/dhl-stormers/adre-smith,dhl-stormers,ADRE,SMITH,LOCK,27,6'7'',119KG,,5,13,11,543,21,9,15,95.6,10,4,10,2,0,10,5,3,3,0,8,5,86,1,1,5,4,2,0,9,51.6,2,0,5,51.5,2
https://www.unitedrugby.com/clubs/dhl-stormers/marcel-theunissen,dhl-stormers,MARCEL,THEUNISSEN,FLANKER,25,6'4'',104KG,,27,10,6,221,30,0,45,99.7,4,6,5,5,3,10,1,1,2,0,5,5,32,1,1,0,4,1,7,0,54.4,5,1,3,67.2,0
https://www.unitedrugby.com/clubs/dhl-stormers/andre-hugo-venter,dhl-stormers,ANDRE-HUGO,VENTER,HOOKER,23,6'2'',107KG,,27,13,1,38,16,1,42,71.8,4,1,5,10,6,4,6,3,1,13,20,2,67,1,0,10,3,2,0,10,92.3,3,5,1,91.2,5
https://www.unitedrugby.com/clubs/dhl-stormers/ali-vermaak,dhl-stormers,ALI,VERMAAK,PROP,35,5'9'',111KG,,43,13,12,496,22,5,6,68.4,1,4,7,10,5,2,6,0,0,5,18,0,87,0,1,17,3,2,2,10,82.6,0,4,3,81.4,3
https://www.unitedrugby.com/clubs/dhl-stormers/corne-weilbach,dhl-stormers,CORNE,WEILBACH,PROP,22,6'1'',124KG,,83,13,13,232,22,9,15,90.6,6,9,0,4,9,1,4,0,1,9,13,5,94,0,0,9,4,0,5,8,97.9,1,3,2,99.1,1
https://www.unitedrugby.com/clubs/dhl-stormers/paul-de-villiers,dhl-stormers,PAUL,DE VILLIERS,FLANKER,22,5'11'',100KG,,29,14,16,529,29,4,44,70.1,7,2,1,10,0,8,7,1,1,24,30,4,107,1,1,17,2,1,7,1,66.8,3,2,4,97.2,5
https://www.unitedrugby.com/clubs/dhl-stormers/ruben-van-heerden,dhl-stormers,RUBEN,VAN HEERDEN,LOCK,27,6'7'',121KG,,61,7,8,148,9,11,58,94.6,9,8,8,3,0,0,4,2,1,27,20,3,52,0,1,0,5,4,7,6,60.6,4,4,3,58.5,4
https://www.unitedrugby.com/clubs/dhl-stormers/clayton-blommetjies,dhl-stormers,CLAYTON,BLOMMETJIES,FULLBACK,34,6'1'',89KG,,74,6,16,396,9,13,46,64.1,0,5,10,3,7,8,0,0,1,13,14,4,73,2,1,18,3,2,1,2,78.1,2,4,3,98.6,2
https://www.unitedrugby.com/clubs/dhl-stormers/angelo-davids,dhl-stormers,ANGELO,DAVIDS,WING,25,5'10'',94KG,,91,8,7,301,3,8,55,65.0,1,9,7,4,3,0,8,3,3,3,2,0,48,1,0,15,4,5,8,1,76.9,3,1,4,97.3,4
